posid;ordid;artid;quantity;totalprice
21829;8730;500003;8;56.00
21830;8730;400001;12;840.00
21831;8731;500008;4;376.00
21832;8731;500005;4;32.00
21833;8731;100021;11;7469.00
21834;8731;500013;3;90.00
21835;8732;200002;4;1552.00
21836;8732;500301;7;56.00
21837;8732;500003;13;91.00
21838;8732;500013;3;90.00
21839;8733;500015;3;24.00
21840;8733;500028;11;1067.00
21841;8734;500010;3;120.00
21842;8734;200032;6;1280.40
21843;8734;500203;10;350.00
21844;8734;200004;9;3492.00
21845;8735;200031;5;1067.00
21846;8735;200014;10;4074.00
21847;8735;100008;2;1299.80
21848;8736;200012;2;840.00
21849;8736;500014;9;108.00
21850;8736;100017;13;9709.70
21851;8736;100006;9;5849.10
21852;8737;300031;4;800.00
21853;8737;500004;12;72.00
21854;8738;100014;7;4753.00
21855;8739;100013;14;10185.00
21856;8739;100031;14;5432.00
21857;8739;200002;1;400.00
21858;8740;100016;1;720.00
21859;8741;200003;7;2716.00
21860;8741;100013;5;3637.50
21861;8741;500301;1;8.00
21862;8742;500104;10;600.00
21863;8742;200001;13;5044.00
21864;8742;200023;11;4054.60
21865;8743;500003;5;35.00
21866;8744;200003;5;1940.00
21867;8744;100031;14;5432.00
21868;8744;500003;7;49.00
21869;8745;200012;12;4888.80
21870;8745;500006;8;320.00
21871;8745;400003;11;660.00
21872;8746;200012;11;4481.40
21873;8746;100014;11;7469.00
21874;8746;300012;7;2648.10
21875;8746;500001;12;90.00
21876;8747;500202;10;200.00
21877;8748;200002;9;3492.00
21878;8748;500012;11;47.30
21879;8749;100017;13;9709.70
21880;8749;500201;3;120.00
21881;8749;500203;11;385.00
21882;8749;300021;5;1697.50
21883;8749;300012;7;2648.10
21884;8750;100021;5;3395.00
21885;8750;100023;12;8148.00
21886;8750;200011;14;5703.60
21887;8751;200031;2;440.00
21888;8752;200021;6;2211.60
21889;8752;200032;8;1707.20
21890;8752;100023;11;7469.00
21891;8752;200022;9;3317.40
21892;8753;100011;8;5820.00
21893;8753;400003;10;600.00
21894;8754;500102;12;600.00
21895;8754;400003;13;780.00
21896;8754;500106;13;390.00
21897;8754;500014;2;24.00
21898;8754;100007;13;9079.20
21899;8755;100003;11;7469.00
21900;8756;100002;2;1261.00
21901;8756;500203;14;490.00
21902;8756;100021;14;9506.00
21903;8757;300021;11;3734.50
21904;8757;100007;7;4888.80
21905;8758;500204;4;60.00
21906;8758;500302;10;80.00
21907;8759;500204;14;210.00
21908;8760;200021;6;2211.60
21909;8760;100014;14;9506.00
21910;8761;200003;12;4656.00
21911;8762;200001;12;4656.00
21912;8762;100018;8;5587.20
21913;8763;500007;6;120.00
21914;8764;300002;10;3589.00
21915;8764;100013;10;7275.00
21916;8764;200012;11;4481.40
21917;8765;100003;10;6790.00
21918;8765;200031;7;1493.80
21919;8766;100006;4;2599.60
21920;8766;100017;13;9709.70
21921;8767;200001;6;2328.00
21922;8767;400001;9;630.00
21923;8767;500009;14;77.00
21924;8768;100012;11;7469.00
21925;8768;500302;9;72.00
21926;8769;500105;3;210.00
21927;8770;100011;14;10185.00
21928;8770;500104;4;240.00
21929;8770;500103;8;400.00
21930;8771;400003;13;780.00
21931;8771;200031;8;1707.20
21932;8772;200022;7;2580.20
21933;8772;500008;1;94.00
21934;8773;500203;6;210.00
21935;8773;500010;9;360.00
21936;8774;100013;11;8002.50
21937;8774;100001;6;4074.00
21938;8775;200014;9;3666.60
21939;8775;300021;2;700.00
21940;8776;500005;4;32.00
21941;8776;100004;10;6305.00
21942;8776;100003;11;7469.00
21943;8777;100006;2;1299.80
21944;8777;200021;8;2948.80
21945;8777;400001;8;560.00
21946;8778;200031;11;2347.40
21947;8778;500105;12;840.00
21948;8779;500004;3;18.00
21949;8780;100006;8;5199.20
21950;8780;100023;7;4753.00
21951;8780;200022;12;4423.20
21952;8781;200021;10;3686.00
21953;8781;500103;13;650.00
21954;8782;100021;6;4074.00
21955;8782;100013;1;750.00
21956;8782;200013;3;1222.20
21957;8783;100016;1;720.00
21958;8784;200022;14;5160.40
21959;8784;500005;5;40.00
21960;8784;500104;6;360.00
21961;8784;100031;1;400.00
21962;8784;500202;12;240.00
21963;8784;500103;1;50.00
21964;8785;500011;6;24.00
21965;8785;200003;13;5044.00
21966;8786;300021;3;1018.50
21967;8786;300012;9;3404.70
21968;8787;200012;6;2444.40
21969;8787;200002;3;1164.00
21970;8787;300012;1;390.00
21971;8787;100013;7;5092.50
21972;8787;100014;8;5432.00
21973;8788;200003;6;2328.00
21974;8788;500105;1;70.00
21975;8788;300011;4;1513.20
21976;8788;100015;3;2240.70
21977;8789;500201;10;400.00
21978;8790;200004;3;1164.00
21979;8790;500301;11;88.00
21980;8791;500010;2;80.00
21981;8791;500301;6;48.00
21982;8792;200003;5;1940.00
21983;8792;100031;13;5044.00
21984;8793;400002;7;525.00
21985;8794;500103;2;100.00
21986;8794;500011;2;8.00
21987;8795;500105;1;70.00
21988;8795;500002;8;400.00
21989;8795;200001;13;5044.00
21990;8796;500102;8;400.00
21991;8797;500201;8;320.00
21992;8797;200011;1;420.00
21993;8798;100011;3;2182.50
21994;8798;200003;3;1164.00
21995;8799;300012;12;4539.60
21996;8799;100011;11;8002.50
21997;8799;500015;11;88.00
21998;8800;500009;8;44.00
21999;8800;500103;3;150.00
22000;8800;400002;12;900.00
22001;8801;100003;10;6790.00
22002;8801;500007;7;140.00
22003;8801;100017;4;2987.60
22004;8801;200021;8;2948.80
22005;8801;500011;1;4.00
22006;8802;200021;6;2211.60
22007;8802;100001;6;4074.00
22008;8802;500102;10;500.00
22009;8803;200011;7;2851.80
22010;8803;500008;6;564.00
22011;8804;200004;2;800.00
22012;8804;100015;12;8962.80
22013;8805;100017;13;9709.70
22014;8805;100022;7;4753.00
22015;8806;500105;14;980.00
22016;8806;100011;11;8002.50
22017;8806;500006;13;520.00
22018;8807;200022;2;760.00
22019;8807;500002;2;100.00
22020;8808;200002;14;5432.00
22021;8808;500010;8;320.00
22022;8808;500202;9;180.00
22023;8809;200032;3;660.00
22024;8810;300031;7;1358.00
22025;8810;200001;8;3104.00
22026;8810;100013;6;4365.00
22027;8810;400003;3;180.00
22028;8811;300001;6;2153.40
22029;8811;500028;6;600.00
22030;8811;200023;5;1843.00
22031;8812;200021;10;3686.00
22032;8812;200004;9;3492.00
22033;8813;500014;1;12.00
22034;8813;500103;12;600.00
22035;8813;500011;4;16.00
22036;8813;300021;1;350.00
22037;8813;100006;13;8448.70
22038;8813;200021;14;5160.40
22039;8814;500001;14;105.00
22040;8814;500302;1;8.00
22041;8814;200003;6;2328.00
22042;8815;100018;11;7682.40
22043;8815;300011;7;2648.10
22044;8815;500008;9;846.00
22045;8816;500015;9;72.00
22046;8816;100006;4;2599.60
22047;8816;500001;10;75.00
22048;8816;100011;12;8730.00
22049;8817;500204;8;120.00
22050;8817;500005;10;80.00
22051;8817;300021;9;3055.50
22052;8817;500105;5;350.00
22053;8818;500106;8;240.00
22054;8819;500005;12;96.00
22055;8819;100008;14;9098.60
22056;8819;100006;11;7148.90
22057;8820;100006;13;8448.70
22058;8820;300002;2;740.00
22059;8820;100013;4;2910.00
22060;8821;500008;9;846.00
22061;8822;100001;14;9506.00
22062;8822;200013;10;4074.00
22063;8822;400003;6;360.00
22064;8823;500014;14;168.00
22065;8823;500203;3;105.00
22066;8824;100018;9;6285.60
22067;8824;100016;1;720.00
22068;8825;300002;14;5024.60
22069;8826;500102;11;550.00
22070;8826;500302;4;32.00
22071;8826;500005;7;56.00
22072;8826;100016;14;9777.60
22073;8827;500105;13;910.00
22074;8828;200031;7;1493.80
22075;8828;500009;14;77.00
22076;8828;500102;12;600.00
22077;8828;500104;6;360.00
22078;8828;100008;3;1949.70
22079;8829;100032;1;400.00
22080;8830;500003;9;63.00
22081;8830;100001;7;4753.00
22082;8830;500015;11;88.00
22083;8831;100014;11;7469.00
22084;8832;500013;7;210.00
22085;8832;100015;9;6722.10
22086;8833;500104;3;180.00
22087;8833;500001;12;90.00
22088;8833;500008;14;1276.52
22089;8834;300012;14;5296.20
22090;8834;200014;10;4074.00
22091;8835;500106;6;180.00
22092;8835;100014;14;9506.00
22093;8836;300012;14;5296.20
22094;8837;500028;8;800.00
22095;8837;100032;14;5432.00
22096;8838;500028;7;700.00
22097;8838;500012;2;8.60
22098;8839;300002;7;2512.30
22099;8839;500012;5;21.50
22100;8839;200032;14;2987.60
22101;8840;500009;3;16.50
22102;8840;100022;6;4074.00
22103;8841;200004;3;1164.00
22104;8841;100013;11;8002.50
22105;8841;100021;14;9506.00
22106;8842;500106;14;420.00
22107;8843;400001;14;980.00
22108;8844;100011;11;8002.50
22109;8845;500104;4;240.00
22110;8846;500002;1;50.00
22111;8846;500012;4;17.20
22112;8846;500006;11;440.00
22113;8847;500105;11;770.00
22114;8848;200014;9;3666.60
22115;8849;200002;6;2328.00
22116;8850;500102;1;50.00
22117;8850;200022;13;4791.80
22118;8850;500105;1;70.00
22119;8850;500103;6;300.00
22120;8851;100006;13;8448.70
22121;8851;500102;2;100.00
22122;8851;500203;2;70.00
22123;8852;500103;12;600.00
22124;8852;500012;12;51.60
22125;8853;100008;1;670.00
22126;8853;100003;11;7469.00
22127;8853;400001;7;490.00
22128;8853;100011;13;9457.50
22129;8854;100002;7;4413.50
22130;8855;100023;14;9506.00
22131;8855;500104;14;840.00
22132;8855;100005;8;5587.20
22133;8856;100005;9;6285.60
22134;8856;100007;6;4190.40
22135;8856;500005;14;112.00
22136;8856;100013;13;9457.50
22137;8856;200023;1;380.00
22138;8856;500004;5;30.00
22139;8856;100008;6;3899.40
22140;8857;500008;14;1276.52
22141;8857;500001;1;7.50
22142;8858;400002;8;600.00
22143;8859;100002;10;6305.00
22144;8859;500202;5;100.00
22145;8859;500012;8;34.40
22146;8859;200012;1;420.00
22147;8860;100012;14;9506.00
22148;8860;200013;1;420.00
22149;8860;200023;6;2211.60
22150;8860;500204;4;60.00
22151;8861;500012;12;51.60
22152;8861;500202;1;20.00
22153;8862;500009;4;22.00
22154;8863;400002;3;225.00
22155;8863;100016;11;7682.40
22156;8864;100001;13;8827.00
22157;8864;100006;9;5849.10
22158;8864;500028;9;900.00
22159;8865;500028;1;100.00
22160;8865;200023;14;5160.40
22161;8866;500002;10;500.00
22162;8866;100023;1;700.00
22163;8866;100015;11;8215.90
22164;8867;300012;2;780.00
22165;8867;100016;1;720.00
22166;8867;500005;10;80.00
22167;8868;500103;6;300.00
22168;8869;100022;12;8148.00
22169;8869;100014;8;5432.00
22170;8870;500012;11;47.30
22171;8870;500010;3;120.00
22172;8870;500028;8;800.00
22173;8871;500103;5;250.00
22174;8871;500102;10;500.00
22175;8871;100005;1;720.00
22176;8872;100015;8;5975.20
22177;8872;300031;2;400.00
22178;8873;500104;1;60.00
22179;8873;500202;12;240.00
22180;8874;400003;3;180.00
22181;8874;200032;2;440.00
22182;8875;500007;12;240.00
22183;8875;200021;9;3317.40
22184;8875;100023;13;8827.00
22185;8876;500302;8;64.00
22186;8876;100032;9;3492.00
22187;8876;200022;3;1105.80
22188;8877;200003;11;4268.00
22189;8877;100031;12;4656.00
22190;8878;500008;11;1002.98
22191;8878;300001;4;1435.60
22192;8879;100031;12;4656.00
22193;8879;500011;4;16.00
22194;8880;100014;6;4074.00
22195;8880;500102;8;400.00
22196;8881;200031;11;2347.40
22197;8881;200032;14;2987.60
22198;8881;500014;3;36.00
22199;8882;200014;2;840.00
22200;8882;100003;10;6790.00
22201;8882;500105;9;630.00
22202;8883;500009;1;5.50
22203;8884;500102;12;600.00
22204;8884;500012;8;34.40
22205;8884;200004;3;1164.00
22206;8884;500014;8;96.00
22207;8885;500201;4;160.00
22208;8886;200012;11;4481.40
22209;8886;100022;14;9506.00
22210;8887;500103;3;150.00
22211;8887;200031;2;440.00
22212;8887;100007;7;4888.80
22213;8888;400001;2;140.00
22214;8888;500201;9;360.00
22215;8888;500302;1;8.00
22216;8889;100012;8;5432.00
22217;8889;200031;3;660.00
22218;8889;500005;4;32.00
22219;8890;500014;6;72.00
22220;8890;100012;11;7469.00
22221;8891;100017;10;7469.00
22222;8892;400003;12;720.00
22223;8892;100012;1;700.00
22224;8892;500102;6;300.00
22225;8893;100003;2;1358.00
22226;8893;100005;4;2793.60
22227;8893;100022;10;6790.00
22228;8894;500005;8;64.00
22229;8894;500201;7;280.00
22230;8894;200004;12;4656.00
22231;8894;500102;11;550.00
22232;8894;500010;11;440.00
22233;8895;200013;4;1629.60
22234;8895;500202;6;120.00
22235;8895;200031;8;1707.20
22236;8896;500202;14;280.00
22237;8896;500012;1;4.30
22238;8896;200021;13;4791.80
22239;8897;500103;11;550.00
22240;8897;200021;3;1105.80
22241;8897;100032;13;5044.00
22242;8898;500002;9;450.00
22243;8898;100006;5;3249.50
22244;8899;200011;1;420.00
22245;8899;500002;12;600.00
22246;8899;300012;5;1891.50
22247;8900;500009;10;55.00
22248;8900;100006;11;7148.90
22249;8900;200023;9;3317.40
22250;8900;500014;6;72.00
22251;8901;500204;12;180.00
22252;8901;100002;10;6305.00
22253;8902;500004;8;48.00
22254;8902;100011;14;10185.00
22255;8903;200004;14;5432.00
22256;8904;200014;11;4481.40
22257;8904;300002;10;3589.00
22258;8904;500202;13;260.00
22259;8905;500005;10;80.00
22260;8905;100001;14;9506.00
22261;8906;100011;4;2910.00
22262;8907;500003;13;91.00
22263;8907;100015;11;8215.90
22264;8908;200013;5;2037.00
22265;8908;100006;13;8448.70
22266;8909;200003;1;400.00
22267;8909;500007;4;80.00
22268;8910;200012;10;4074.00
22269;8910;200002;7;2716.00
22270;8911;300012;13;4917.90
22271;8912;500012;1;4.30
22272;8912;500105;4;280.00
22273;8912;200013;6;2444.40
22274;8913;100015;8;5975.20
22275;8913;200013;14;5703.60
22276;8913;300021;1;350.00
22277;8913;500302;13;104.00
22278;8913;500106;2;60.00
22279;8913;100006;4;2599.60
22280;8914;300011;13;4917.90
22281;8914;500028;3;300.00
22282;8914;200031;14;2987.60
22283;8914;200001;6;2328.00
22284;8915;200011;7;2851.80
22285;8915;500005;1;8.00
22286;8916;200012;7;2851.80
22287;8916;300011;14;5296.20
22288;8917;500014;9;108.00
22289;8917;100011;4;2910.00
22290;8918;200012;9;3666.60
22291;8918;500028;5;500.00
22292;8919;100016;2;1396.80
22293;8919;100032;7;2716.00
22294;8919;500104;1;60.00
22295;8919;500004;14;84.00
22296;8920;100007;5;3492.00
22297;8920;200002;1;400.00
22298;8920;100013;3;2182.50
22299;8920;100001;7;4753.00
22300;8920;500008;1;94.00
22301;8921;100031;9;3492.00
22302;8922;100014;7;4753.00
22303;8922;500106;14;420.00
22304;8922;200022;7;2580.20
22305;8923;200022;8;2948.80
22306;8923;100003;5;3395.00
22307;8923;500011;6;24.00
22308;8924;500005;11;88.00
22309;8924;200022;1;380.00
22310;8924;500202;8;160.00
22311;8924;500104;13;780.00
22312;8924;100021;9;6111.00
22313;8925;100032;8;3104.00
22314;8926;100016;5;3492.00
22315;8926;200011;1;420.00
22316;8927;500013;6;180.00
22317;8927;500001;7;52.50
22318;8927;500201;11;440.00
22319;8928;100015;3;2240.70
22320;8929;100014;8;5432.00
22321;8929;500003;14;98.00
22322;8930;500011;10;40.00
22323;8930;100004;2;1261.00
22324;8930;500105;1;70.00
22325;8931;500201;12;480.00
22326;8931;100023;3;2037.00
22327;8932;500013;5;150.00
22328;8932;100006;3;1949.70
22329;8933;200003;5;1940.00
22330;8933;100002;10;6305.00
22331;8933;100001;12;8148.00
22332;8933;300011;2;780.00
22333;8934;500007;11;220.00
22334;8934;100017;1;770.00
22335;8935;500005;5;40.00
22336;8935;400003;11;660.00
22337;8935;100012;4;2716.00
22338;8936;500302;3;24.00
22339;8936;200002;5;1940.00
22340;8937;200022;13;4791.80
22341;8937;500005;13;104.00
22342;8938;500010;2;80.00
22343;8938;500203;12;420.00
22344;8938;300001;13;4665.70
22345;8939;500204;9;135.00
22346;8939;500106;13;390.00
22347;8939;100022;7;4753.00
22348;8939;200021;10;3686.00
22349;8939;200004;9;3492.00
22350;8940;500302;6;48.00
22351;8941;100012;13;8827.00
22352;8942;500012;10;43.00
22353;8943;100018;7;4888.80
22354;8943;500003;7;49.00
22355;8943;200003;11;4268.00
22356;8943;500015;14;112.00
22357;8943;500014;2;24.00
22358;8943;200011;5;2037.00
22359;8944;200014;9;3666.60
22360;8944;500103;14;700.00
22361;8944;200011;5;2037.00
22362;8944;100013;2;1455.00
22363;8945;500105;2;140.00
22364;8945;500104;4;240.00
22365;8945;100013;12;8730.00
22366;8945;300011;5;1891.50
22367;8946;200004;8;3104.00
22368;8946;500001;4;30.00
22369;8946;200022;11;4054.60
22370;8946;200021;14;5160.40
22371;8947;200032;10;2134.00
22372;8947;200003;7;2716.00
22373;8947;500003;9;63.00
22374;8948;500201;6;240.00
22375;8949;200013;12;4888.80
22376;8949;500103;1;50.00
22377;8949;500006;3;120.00
22378;8950;200002;12;4656.00
22379;8950;500009;4;22.00
22380;8951;100011;8;5820.00
22381;8951;200013;11;4481.40
22382;8952;100013;14;10185.00
22383;8953;200001;12;4656.00
22384;8953;100017;9;6722.10
22385;8954;500106;4;120.00
22386;8954;200023;2;760.00
22387;8954;100001;3;2037.00
22388;8955;500106;3;90.00
22389;8955;100015;1;770.00
22390;8955;100022;3;2037.00
22391;8956;100005;13;9079.20
22392;8957;500003;1;7.00
22393;8957;200004;7;2716.00
22394;8958;300011;13;4917.90
22395;8958;100003;4;2716.00
22396;8959;500204;9;135.00
22397;8959;200013;6;2444.40
22398;8959;400002;5;375.00
22399;8960;200001;13;5044.00
22400;8960;500005;6;48.00
22401;8960;300001;10;3589.00
22402;8960;100008;3;1949.70
22403;8960;100005;6;4190.40
22404;8961;500014;9;108.00
22405;8961;100004;5;3152.50
22406;8961;500302;1;8.00
22407;8962;500104;12;720.00
22408;8962;500014;7;84.00
22409;8962;200012;2;840.00
22410;8963;100013;2;1455.00
22411;8963;500028;8;800.00
22412;8964;500004;14;84.00
22413;8964;100015;9;6722.10
22414;8965;200032;9;1920.60
22415;8966;500008;4;376.00
22416;8966;500007;14;280.00
22417;8966;300002;13;4665.70
22418;8966;500028;5;500.00
22419;8967;100014;7;4753.00
22420;8967;500001;8;60.00
22421;8967;500005;12;96.00
22422;8968;100008;7;4549.30
22423;8968;100003;11;7469.00
22424;8969;300001;12;4306.80
22425;8969;500028;14;1358.00
22426;8969;100016;14;9777.60
22427;8969;500204;6;90.00
22428;8969;400003;14;840.00
22429;8970;400003;7;420.00
22430;8970;300001;12;4306.80
22431;8971;500009;12;66.00
22432;8971;100021;12;8148.00
22433;8971;300001;6;2153.40
22434;8971;100017;9;6722.10
22435;8971;100016;14;9777.60
22436;8972;100002;3;1891.50
22437;8972;300012;7;2648.10
22438;8972;100022;9;6111.00
22439;8972;500014;4;48.00
22440;8973;500028;9;900.00
22441;8973;300031;1;200.00
22442;8973;500106;1;30.00
22443;8974;500102;1;50.00
22444;8974;200004;7;2716.00
22445;8974;200022;1;380.00
22446;8975;500005;5;40.00
22447;8975;500011;6;24.00
22448;8976;200032;6;1280.40
22449;8976;500004;12;72.00
22450;8976;200023;11;4054.60
22451;8976;200012;12;4888.80
22452;8977;500001;14;105.00
22453;8978;400002;7;525.00
22454;8978;500302;5;40.00
22455;8979;500007;7;140.00
22456;8979;500008;9;846.00
22457;8979;500106;10;300.00
22458;8980;500012;11;47.30
22459;8980;500106;4;120.00
22460;8981;500009;1;5.50
22461;8981;500015;2;16.00
22462;8981;300002;9;3230.10
22463;8981;500013;9;270.00
22464;8982;100001;9;6111.00
22465;8983;100003;6;4074.00
22466;8983;500104;13;780.00
22467;8984;500013;4;120.00
22468;8984;100002;1;650.00
22469;8985;100013;4;2910.00
22470;8985;500010;8;320.00
22471;8985;100002;6;3783.00
22472;8986;500009;11;60.50
22473;8986;500013;3;90.00
22474;8986;300002;14;5024.60
22475;8987;500010;10;400.00
22476;8987;300002;8;2871.20
22477;8988;100006;10;6499.00
22478;8988;100023;10;6790.00
22479;8989;100002;2;1261.00
22480;8989;100008;4;2599.60
22481;8989;300002;13;4665.70
22482;8990;300002;4;1435.60
22483;8990;100022;11;7469.00
22484;8991;500002;7;350.00
22485;8991;500003;1;7.00
22486;8992;500007;1;20.00
22487;8992;100016;10;6984.00
22488;8992;200012;8;3259.20
22489;8993;100023;4;2716.00
22490;8993;500105;7;490.00
22491;8994;100008;4;2599.60
22492;8995;500203;12;420.00
22493;8995;500015;3;24.00
22494;8995;100008;10;6499.00
22495;8996;500102;5;250.00
22496;8997;200001;11;4268.00
22497;8998;500204;3;45.00
22498;8999;500302;11;88.00
22499;8999;100017;13;9709.70
22500;9000;500201;7;280.00
22501;9001;500105;13;910.00
22502;9001;500010;10;400.00
22503;9001;200003;11;4268.00
22504;9001;500203;9;315.00
22505;9002;500004;1;6.00
22506;9002;100008;1;670.00
22507;9002;100015;11;8215.90
22508;9002;200002;11;4268.00
22509;9003;200004;5;1940.00
22510;9003;200023;10;3686.00
22511;9003;100007;1;720.00
22512;9004;200012;11;4481.40
22513;9004;500103;14;700.00
22514;9005;200023;12;4423.20
22515;9005;100021;6;4074.00
22516;9006;100016;4;2793.60
22517;9006;100008;13;8448.70
22518;9006;100001;12;8148.00
22519;9006;100014;13;8827.00
22520;9007;200002;5;1940.00
22521;9007;500102;4;200.00
22522;9008;100011;9;6547.50
22523;9008;100015;5;3734.50
22524;9008;100013;6;4365.00
22525;9008;100006;6;3899.40
22526;9009;200031;3;660.00
22527;9009;500010;14;560.00
22528;9009;100004;7;4413.50
22529;9010;200012;7;2851.80
22530;9010;500202;8;160.00
22531;9011;100011;10;7275.00
22532;9011;100007;14;9777.60
22533;9011;100017;3;2240.70
22534;9011;500005;8;64.00
22535;9012;100001;11;7469.00
22536;9012;500105;12;840.00
22537;9013;500005;14;112.00
22538;9013;500007;2;40.00
22539;9014;100013;6;4365.00
22540;9014;500005;3;24.00
22541;9014;100023;3;2037.00
22542;9015;500003;11;77.00
22543;9015;100004;9;5674.50
22544;9015;200012;11;4481.40
22545;9015;300012;2;780.00
22546;9016;100032;6;2328.00
22547;9016;100021;14;9506.00
22548;9017;300031;13;2522.00
22549;9017;200003;7;2716.00
22550;9017;500103;13;650.00
22551;9018;200021;10;3686.00
22552;9018;100007;4;2793.60
22553;9019;100007;11;7682.40
22554;9019;500106;1;30.00
22555;9019;100022;10;6790.00
22556;9020;200013;1;420.00
22557;9020;100015;6;4481.40
22558;9020;500012;4;17.20
22559;9021;100005;6;4190.40
22560;9021;200012;12;4888.80
22561;9022;100004;10;6305.00
22562;9023;100004;12;7566.00
22563;9023;100015;1;770.00
22564;9023;100013;4;2910.00
22565;9023;200001;3;1164.00
22566;9023;100022;12;8148.00
22567;9024;500015;4;32.00
22568;9024;200022;12;4423.20
22569;9024;500203;11;385.00
22570;9025;100011;11;8002.50
22571;9025;100005;1;720.00
22572;9026;100013;2;1455.00
22573;9026;500011;2;8.00
22574;9026;500003;2;14.00
22575;9027;100004;6;3783.00
22576;9027;100012;4;2716.00
22577;9027;500204;7;105.00
22578;9027;200021;2;760.00
22579;9028;200003;7;2716.00
22580;9028;100007;14;9777.60
22581;9028;100005;10;6984.00
22582;9029;200031;1;220.00
22583;9029;400003;5;300.00
22584;9030;500002;10;500.00
22585;9031;500012;12;51.60
22586;9031;100023;12;8148.00
22587;9031;500014;3;36.00
22588;9032;500203;9;315.00
22589;9033;500009;7;38.50
22590;9033;100022;7;4753.00
22591;9034;500104;12;720.00
22592;9034;500201;4;160.00
22593;9034;500014;12;144.00
22594;9034;100023;10;6790.00
22595;9035;500204;12;180.00
22596;9035;100017;14;10456.60
22597;9036;300012;7;2648.10
22598;9036;300031;1;200.00
22599;9036;200011;5;2037.00
22600;9036;100032;7;2716.00
22601;9037;100002;14;8827.00
22602;9037;200004;2;800.00
22603;9038;200031;11;2347.40
22604;9038;500014;11;132.00
22605;9039;300031;1;200.00
22606;9039;200022;1;380.00
22607;9039;100002;2;1261.00
22608;9040;300001;10;3589.00
22609;9040;500102;10;500.00
22610;9040;500301;9;72.00
22611;9041;200003;5;1940.00
22612;9041;500202;1;20.00
22613;9041;500009;9;49.50
22614;9042;500006;1;40.00
22615;9042;100018;6;4190.40
22616;9042;200031;13;2774.20
22617;9043;200031;10;2134.00
22618;9043;100014;1;700.00
22619;9043;500204;10;150.00
22620;9043;500202;5;100.00
22621;9043;100015;8;5975.20
22622;9044;100014;11;7469.00
22623;9044;500204;9;135.00
22624;9045;500015;10;80.00
22625;9045;500102;14;700.00
22626;9046;500001;3;22.50
22627;9046;100007;9;6285.60
22628;9046;500012;4;17.20
22629;9046;100011;1;750.00
22630;9046;200001;14;5432.00
22631;9046;500006;4;160.00
22632;9047;500104;12;720.00
22633;9048;500014;8;96.00
22634;9048;500103;13;650.00
22635;9049;100022;5;3395.00
22636;9049;500014;1;12.00
22637;9049;300021;6;2037.00
22638;9049;500002;11;550.00
22639;9050;200003;6;2328.00
22640;9050;500015;2;16.00
22641;9050;200013;6;2444.40
22642;9051;100016;10;6984.00
22643;9051;100023;5;3395.00
22644;9052;100023;2;1358.00
22645;9052;200001;8;3104.00
22646;9053;500010;3;120.00
22647;9054;300012;12;4539.60
22648;9055;500104;8;480.00
22649;9055;100018;7;4888.80
22650;9055;400001;3;210.00
22651;9056;200002;14;5432.00
22652;9056;200031;2;440.00
22653;9056;100003;8;5432.00
22654;9057;300021;10;3395.00
22655;9057;500003;12;84.00
22656;9058;100022;11;7469.00
22657;9059;500007;10;200.00
22658;9059;500009;13;71.50
22659;9060;100013;3;2182.50
22660;9061;300002;1;370.00
22661;9061;100021;2;1358.00
22662;9061;200001;2;800.00
22663;9062;100001;4;2716.00
22664;9062;200004;9;3492.00
22665;9063;200002;1;400.00
22666;9063;500103;10;500.00
22667;9064;100016;11;7682.40
22668;9064;200023;1;380.00
22669;9065;200023;3;1105.80
22670;9066;100011;6;4365.00
22671;9066;500004;3;18.00
22672;9066;500104;6;360.00
22673;9066;500202;14;280.00
22674;9067;500002;5;250.00
22675;9067;500103;11;550.00
22676;9068;500007;12;240.00
22677;9068;100017;5;3734.50
22678;9068;300011;6;2269.80
22679;9068;100007;13;9079.20
22680;9069;200014;11;4481.40
22681;9069;500005;4;32.00
22682;9070;500015;12;96.00
22683;9070;100011;7;5092.50
22684;9071;500008;7;658.00
22685;9071;500204;2;30.00
22686;9071;500005;5;40.00
22687;9072;100008;9;5849.10
22688;9072;500007;1;20.00
22689;9072;500203;1;35.00
22690;9073;500106;7;210.00
22691;9073;500204;14;210.00
22692;9073;500103;1;50.00
22693;9074;100031;9;3492.00
22694;9074;100011;3;2182.50
22695;9075;100008;12;7798.80
22696;9075;300012;9;3404.70
22697;9075;200002;3;1164.00
22698;9076;500015;13;104.00
22699;9077;400003;8;480.00
22700;9077;500103;4;200.00
22701;9078;400003;6;360.00
22702;9078;100021;5;3395.00
22703;9079;100003;3;2037.00
22704;9079;100031;11;4268.00
22705;9080;500003;10;70.00
22706;9080;500008;11;1002.98
22707;9080;500202;3;60.00
22708;9081;500104;5;300.00
22709;9082;500005;7;56.00
22710;9082;500002;12;600.00
22711;9082;500004;6;36.00
22712;9083;100005;3;2095.20
22713;9084;500005;1;8.00
22714;9084;500106;5;150.00
22715;9084;100016;7;4888.80
22716;9084;500010;1;40.00
22717;9084;200002;10;3880.00
22718;9085;500302;10;80.00
22719;9086;100004;1;650.00
22720;9086;500008;4;376.00
22721;9087;100018;11;7682.40
22722;9088;500001;6;45.00
22723;9089;200013;14;5703.60
22724;9089;100004;4;2522.00
22725;9089;500015;1;8.00
22726;9090;500204;9;135.00
22727;9090;500201;4;160.00
22728;9090;200014;1;420.00
22729;9090;100013;3;2182.50
22730;9091;500203;3;105.00
