ordid;orderdate;custid;staffid
8562;2006-03-25;109;3
8563;2006-03-25;112;5
8564;2006-03-25;114;8
8565;2006-03-25;115;8
8566;2006-03-25;102;3
8567;2006-03-25;4;1
8568;2006-03-25;201;7
8569;2006-03-25;5;8
8570;2006-03-25;2;2
8571;2006-03-25;120;2
8572;2006-03-27;115;6
8573;2006-03-27;103;3
8574;2006-03-27;205;1
8575;2006-03-27;104;8
8576;2006-03-27;118;4
8577;2006-03-27;203;4
8578;2006-03-28;108;9
8579;2006-03-28;3;8
8580;2006-03-28;101;9
8581;2006-03-28;104;5
8582;2006-03-29;108;2
8583;2006-03-29;107;9
8584;2006-03-29;101;5
8585;2006-03-29;119;7
8586;2006-03-30;106;9
8587;2006-03-30;103;3
8588;2006-03-30;102;5
8589;2006-03-30;5;5
8590;2006-03-31;105;9
8591;2006-03-31;103;3
8592;2006-03-31;6;1
8593;2006-04-01;1;2
8594;2006-04-01;106;7
8595;2006-04-01;110;1
8596;2006-04-01;204;2
8597;2006-04-01;112;6
8598;2006-04-01;101;3
8599;2006-04-03;104;5
8600;2006-04-03;112;8
8601;2006-04-03;1;3
8602;2006-04-03;120;6
8603;2006-04-03;6;7
8604;2006-04-03;116;3
8605;2006-04-03;112;8
8606;2006-04-03;109;2
8607;2006-04-04;115;9
8608;2006-04-04;110;2
8609;2006-04-04;1;5
8610;2006-04-04;2;5
8611;2006-04-04;202;2
8612;2006-04-04;105;6
8613;2006-04-04;104;2
8614;2006-04-05;6;4
8615;2006-04-05;103;8
8616;2006-04-05;114;4
8617;2006-04-05;201;4
8618;2006-04-05;110;4
8619;2006-04-05;6;5
8620;2006-04-06;108;6
8621;2006-04-06;6;8
8622;2006-04-06;104;9
8623;2006-04-06;110;5
8624;2006-04-06;2;1
8625;2006-04-06;118;8
8626;2006-04-06;114;7
8627;2006-04-07;116;8
8628;2006-04-07;107;2
8629;2006-04-07;107;1
8630;2006-04-07;116;5
8631;2006-04-07;3;4
8632;2006-04-07;101;2
8633;2006-04-07;2;4
8634;2006-04-08;201;2
8635;2006-04-08;112;1
8636;2006-04-08;106;2
8637;2006-04-08;108;1
8638;2006-04-10;103;3
8639;2006-04-10;204;6
8640;2006-04-10;1;4
8641;2006-04-10;117;2
8642;2006-04-10;104;9
8643;2006-04-11;204;8
8644;2006-04-11;112;5
8645;2006-04-11;112;4
8646;2006-04-11;201;1
8647;2006-04-11;204;4
8648;2006-04-11;102;1
8649;2006-04-11;104;7
8650;2006-04-12;119;8
8651;2006-04-12;117;9
8652;2006-04-12;103;6
8653;2006-04-12;111;4
8654;2006-04-12;1;3
8655;2006-04-13;119;1
8656;2006-04-13;107;1
8657;2006-04-13;103;2
8658;2006-04-13;116;9
8659;2006-04-13;117;5
8660;2006-04-14;103;5
8661;2006-04-14;109;7
8662;2006-04-14;205;2
8663;2006-04-15;2;4
8664;2006-04-15;204;7
8665;2006-04-15;6;6
8666;2006-04-15;5;4
8667;2006-04-15;113;1
8668;2006-04-15;103;9
8669;2006-04-15;102;7
8670;2006-04-15;111;9
8671;2006-04-17;104;8
8672;2006-04-17;3;2
8673;2006-04-17;117;9
8674;2006-04-17;110;7
8675;2006-04-17;202;4
8676;2006-04-18;109;6
8677;2006-04-18;4;9
8678;2006-04-18;201;1
8679;2006-04-18;103;8
8680;2006-04-19;102;7
8681;2006-04-19;1;1
8682;2006-04-19;205;8
8683;2006-04-19;205;4
8684;2006-04-19;110;5
8685;2006-04-19;112;7
8686;2006-04-19;115;7
8687;2006-04-20;1;2
8688;2006-04-20;119;3
8689;2006-04-20;118;8
8690;2006-04-20;103;3
8691;2006-04-20;118;5
8692;2006-04-20;4;6
8693;2006-04-20;201;5
8694;2006-04-21;4;8
8695;2006-04-21;104;1
8696;2006-04-21;102;6
8697;2006-04-21;104;2
8698;2006-04-21;109;7
8699;2006-04-21;102;9
8700;2006-04-21;107;6
8701;2006-04-22;119;3
8702;2006-04-22;107;4
8703;2006-04-22;110;9
8704;2006-04-22;111;6
8705;2006-04-24;5;4
8706;2006-04-24;3;3
8707;2006-04-24;204;1
8708;2006-04-25;1;1
8709;2006-04-25;103;1
8710;2006-04-25;107;1
8711;2006-04-25;1;8
8712;2006-04-25;109;7
8713;2006-04-26;115;8
8714;2006-04-26;2;9
8715;2006-04-26;109;9
8716;2006-04-27;104;9
8717;2006-04-27;2;5
8718;2006-04-27;116;4
8719;2006-04-27;204;9
8720;2006-04-27;2;5
8721;2006-04-28;120;6
8722;2006-04-28;116;4
8723;2006-04-28;101;2
8724;2006-04-28;202;5
8725;2006-04-29;107;4
8726;2006-04-29;5;7
8727;2006-04-29;114;6
8728;2006-04-29;115;8
8729;2006-04-29;111;3
8730;2006-04-29;115;6
8731;2006-04-29;114;5
8732;2006-04-29;120;4
8733;2006-04-29;109;8
8734;2006-04-29;110;7
8735;2006-05-01;102;9
8736;2006-05-01;106;9
8737;2006-05-01;104;1
8738;2006-05-01;112;6
8739;2006-05-01;105;7
8740;2006-05-01;204;2
8741;2006-05-01;112;7
8742;2006-05-01;116;8
8743;2006-05-02;120;1
8744;2006-05-02;202;5
8745;2006-05-02;205;7
8746;2006-05-02;106;3
8747;2006-05-02;105;1
8748;2006-05-02;105;9
8749;2006-05-02;109;5
8750;2006-05-02;109;9
8751;2006-05-03;105;2
8752;2006-05-03;6;3
8753;2006-05-03;3;2
8754;2006-05-04;6;6
8755;2006-05-04;102;7
8756;2006-05-04;120;2
8757;2006-05-04;117;9
8758;2006-05-04;205;2
8759;2006-05-04;205;6
8760;2006-05-05;5;2
8761;2006-05-05;4;5
8762;2006-05-05;105;7
8763;2006-05-05;103;6
8764;2006-05-06;2;8
8765;2006-05-06;6;5
8766;2006-05-06;105;9
8767;2006-05-06;107;5
8768;2006-05-06;108;4
8769;2006-05-06;115;9
8770;2006-05-06;201;7
8771;2006-05-06;1;7
8772;2006-05-06;102;5
8773;2006-05-08;5;5
8774;2006-05-08;116;8
8775;2006-05-08;201;9
8776;2006-05-08;205;7
8777;2006-05-08;114;7
8778;2006-05-08;115;7
8779;2006-05-08;104;9
8780;2006-05-08;113;6
8781;2006-05-08;117;5
8782;2006-05-09;203;6
8783;2006-05-09;106;5
8784;2006-05-09;113;4
8785;2006-05-09;204;6
8786;2006-05-09;107;1
8787;2006-05-09;204;3
8788;2006-05-10;109;3
8789;2006-05-10;6;4
8790;2006-05-10;202;7
8791;2006-05-10;3;4
8792;2006-05-10;115;6
8793;2006-05-10;112;7
8794;2006-05-10;204;7
8795;2006-05-10;2;2
8796;2006-05-10;2;4
8797;2006-05-10;205;4
8798;2006-05-11;5;7
8799;2006-05-11;109;6
8800;2006-05-11;202;8
8801;2006-05-11;2;7
8802;2006-05-11;104;6
8803;2006-05-11;101;8
8804;2006-05-12;202;2
8805;2006-05-12;111;6
8806;2006-05-12;110;3
8807;2006-05-12;108;4
8808;2006-05-12;109;3
8809;2006-05-12;119;5
8810;2006-05-13;115;5
8811;2006-05-13;118;9
8812;2006-05-13;109;3
8813;2006-05-13;105;6
8814;2006-05-13;109;3
8815;2006-05-13;120;8
8816;2006-05-15;111;5
8817;2006-05-15;203;5
8818;2006-05-15;2;2
8819;2006-05-15;103;4
8820;2006-05-15;118;5
8821;2006-05-16;3;1
8822;2006-05-16;1;3
8823;2006-05-16;114;1
8824;2006-05-16;106;5
8825;2006-05-16;203;8
8826;2006-05-16;115;5
8827;2006-05-17;108;4
8828;2006-05-17;118;6
8829;2006-05-17;114;8
8830;2006-05-18;202;9
8831;2006-05-18;204;1
8832;2006-05-18;109;9
8833;2006-05-18;120;8
8834;2006-05-19;1;3
8835;2006-05-19;118;8
8836;2006-05-19;118;7
8837;2006-05-19;202;8
8838;2006-05-19;3;3
8839;2006-05-19;119;3
8840;2006-05-19;110;4
8841;2006-05-20;2;1
8842;2006-05-20;108;4
8843;2006-05-20;3;4
8844;2006-05-22;117;4
8845;2006-05-22;118;8
8846;2006-05-22;115;6
8847;2006-05-22;106;2
8848;2006-05-23;205;8
8849;2006-05-23;101;4
8850;2006-05-23;111;1
8851;2006-05-23;117;5
8852;2006-05-23;118;9
8853;2006-05-23;106;9
8854;2006-05-23;101;1
8855;2006-05-23;113;3
8856;2006-05-23;205;2
8857;2006-05-23;110;9
8858;2006-05-24;4;8
8859;2006-05-24;6;3
8860;2006-05-24;119;7
8861;2006-05-24;115;9
8862;2006-05-24;6;6
8863;2006-05-24;111;1
8864;2006-05-24;112;9
8865;2006-05-25;3;7
8866;2006-05-25;201;1
8867;2006-05-25;103;7
8868;2006-05-25;102;3
8869;2006-05-25;111;4
8870;2006-05-25;120;5
8871;2006-05-25;116;8
8872;2006-05-25;102;9
8873;2006-05-25;114;3
8874;2006-05-25;201;7
8875;2006-05-25;5;3
8876;2006-05-26;118;6
8877;2006-05-26;111;3
8878;2006-05-26;106;5
8879;2006-05-26;6;3
8880;2006-05-26;201;8
8881;2006-05-26;111;1
8882;2006-05-26;4;1
8883;2006-05-27;120;5
8884;2006-05-27;106;9
8885;2006-05-27;203;7
8886;2006-05-27;104;4
8887;2006-05-27;104;4
8888;2006-05-27;109;1
8889;2006-05-27;109;6
8890;2006-05-27;101;9
8891;2006-05-27;202;5
8892;2006-05-27;118;5
8893;2006-05-27;104;1
8894;2006-05-29;106;5
8895;2006-05-29;108;3
8896;2006-05-29;102;4
8897;2006-05-29;116;3
8898;2006-05-29;101;5
8899;2006-05-30;103;8
8900;2006-05-30;113;1
8901;2006-05-30;117;3
8902;2006-05-30;6;9
8903;2006-05-30;114;7
8904;2006-05-31;1;7
8905;2006-05-31;113;4
8906;2006-05-31;5;7
8907;2006-05-31;106;5
8908;2006-05-31;112;8
8909;2006-05-31;203;3
8910;2006-05-31;117;9
8911;2006-05-31;4;3
8912;2006-06-01;120;6
8913;2006-06-01;117;7
8914;2006-06-01;110;7
8915;2006-06-01;2;7
8916;2006-06-02;112;5
8917;2006-06-02;4;8
8918;2006-06-02;112;5
8919;2006-06-02;115;2
8920;2006-06-02;102;3
8921;2006-06-02;103;9
8922;2006-06-02;204;6
8923;2006-06-02;108;9
8924;2006-06-03;101;7
8925;2006-06-03;110;3
8926;2006-06-03;202;5
8927;2006-06-03;111;9
8928;2006-06-03;105;6
8929;2006-06-03;109;7
8930;2006-06-03;116;8
8931;2006-06-03;111;1
8932;2006-06-03;104;2
8933;2006-06-05;1;8
8934;2006-06-05;203;2
8935;2006-06-05;1;4
8936;2006-06-05;112;6
8937;2006-06-05;112;6
8938;2006-06-06;114;9
8939;2006-06-06;119;8
8940;2006-06-06;4;2
8941;2006-06-06;5;1
8942;2006-06-06;112;9
8943;2006-06-06;202;9
8944;2006-06-07;118;1
8945;2006-06-07;3;6
8946;2006-06-07;102;3
8947;2006-06-07;108;5
8948;2006-06-07;107;1
8949;2006-06-07;2;8
8950;2006-06-07;104;5
8951;2006-06-08;106;1
8952;2006-06-08;110;4
8953;2006-06-08;108;8
8954;2006-06-08;115;9
8955;2006-06-08;1;5
8956;2006-06-08;106;1
8957;2006-06-08;107;7
8958;2006-06-09;114;8
8959;2006-06-09;117;7
8960;2006-06-09;108;1
8961;2006-06-09;114;5
8962;2006-06-09;113;8
8963;2006-06-09;201;8
8964;2006-06-09;115;3
8965;2006-06-09;118;3
8966;2006-06-09;1;7
8967;2006-06-09;4;7
8968;2006-06-10;107;3
8969;2006-06-10;107;6
8970;2006-06-10;1;8
8971;2006-06-10;118;9
8972;2006-06-10;3;7
8973;2006-06-10;1;2
8974;2006-06-10;120;9
8975;2006-06-10;5;3
8976;2006-06-12;102;6
8977;2006-06-12;201;5
8978;2006-06-12;118;5
8979;2006-06-12;107;4
8980;2006-06-12;106;2
8981;2006-06-12;205;5
8982;2006-06-12;103;1
8983;2006-06-12;113;6
8984;2006-06-12;112;7
8985;2006-06-13;5;6
8986;2006-06-13;6;3
8987;2006-06-13;204;7
8988;2006-06-13;5;3
8989;2006-06-13;101;7
8990;2006-06-13;119;3
8991;2006-06-14;4;1
8992;2006-06-14;118;8
8993;2006-06-14;107;8
8994;2006-06-14;108;3
8995;2006-06-14;116;3
8996;2006-06-15;109;2
8997;2006-06-15;118;3
8998;2006-06-16;117;4
8999;2006-06-16;120;7
9000;2006-06-16;103;4
9001;2006-06-16;110;3
9002;2006-06-17;119;7
9003;2006-06-17;107;6
9004;2006-06-17;103;5
9005;2006-06-17;120;3
9006;2006-06-17;106;4
9007;2006-06-17;4;7
9008;2006-06-17;114;7
9009;2006-06-19;105;2
9010;2006-06-19;201;6
9011;2006-06-19;120;5
9012;2006-06-19;204;7
9013;2006-06-19;6;5
9014;2006-06-19;120;8
9015;2006-06-19;5;2
9016;2006-06-19;105;2
9017;2006-06-19;118;2
9018;2006-06-19;115;6
9019;2006-06-19;1;3
9020;2006-06-19;204;5
9021;2006-06-20;3;3
9022;2006-06-20;108;7
9023;2006-06-20;115;3
9024;2006-06-20;203;8
9025;2006-06-21;109;9
9026;2006-06-21;115;3
9027;2006-06-21;2;4
9028;2006-06-21;113;6
9029;2006-06-21;119;1
9030;2006-06-21;118;9
9031;2006-06-21;114;5
9032;2006-06-21;5;5
9033;2006-06-21;116;1
9034;2006-06-21;118;9
9035;2006-06-21;112;1
9036;2006-06-22;105;8
9037;2006-06-22;114;5
9038;2006-06-22;105;1
9039;2006-06-22;120;3
9040;2006-06-23;108;7
9041;2006-06-23;112;7
9042;2006-06-23;110;7
9043;2006-06-23;103;1
9044;2006-06-23;106;4
9045;2006-06-24;109;9
9046;2006-06-24;204;4
9047;2006-06-24;107;1
9048;2006-06-26;202;5
9049;2006-06-26;119;8
9050;2006-06-26;110;8
9051;2006-06-26;205;7
9052;2006-06-26;1;3
9053;2006-06-27;111;6
9054;2006-06-27;112;6
9055;2006-06-27;1;1
9056;2006-06-27;113;7
9057;2006-06-27;107;6
9058;2006-06-27;119;5
9059;2006-06-28;117;7
9060;2006-06-28;204;7
9061;2006-06-28;205;5
9062;2006-06-28;112;5
9063;2006-06-29;205;4
9064;2006-06-29;120;8
9065;2006-06-29;205;5
9066;2006-06-30;118;4
9067;2006-06-30;114;8
9068;2006-06-30;204;5
9069;2006-06-30;117;7
9070;2006-06-30;101;8
9071;2006-06-30;102;4
9072;2006-06-30;5;7
9073;2006-06-30;119;7
9074;2006-06-30;104;7
9075;2006-07-01;203;5
9076;2006-07-01;4;1
9077;2006-07-01;201;9
9078;2006-07-01;109;8
9079;2006-07-01;2;9
9080;2006-07-01;105;1
9081;2006-07-03;115;8
9082;2006-07-03;115;8
9083;2006-07-03;120;4
9084;2006-07-03;2;3
9085;2006-07-03;106;2
9086;2006-07-04;116;7
9087;2006-07-04;112;9
9088;2006-07-04;120;9
9089;2006-07-04;3;8
9090;2006-07-04;203;3
9091;2006-07-04;112;4
9092;2006-07-04;102;2
9093;2006-07-05;106;1
9094;2006-07-05;120;1
9095;2006-07-05;114;6
9096;2006-07-05;6;5
9097;2006-07-05;202;7
9098;2006-07-05;107;6
9099;2006-07-05;5;4
9100;2006-07-05;202;5
9101;2006-07-05;115;3
9102;2006-07-06;116;1
9103;2006-07-06;119;7
9104;2006-07-06;3;7
9105;2006-07-06;112;2
9106;2006-07-06;4;9
9107;2006-07-06;106;4
9108;2006-07-06;118;6
9109;2006-07-06;204;6
9110;2006-07-06;1;1
9111;2006-07-07;105;7
9112;2006-07-07;205;4
9113;2006-07-07;106;4
9114;2006-07-07;109;2
9115;2006-07-07;113;5
9116;2006-07-07;6;8
9117;2006-07-08;201;9
9118;2006-07-08;118;1
9119;2006-07-08;4;8
9120;2006-07-08;105;4
9121;2006-07-10;111;9
9122;2006-07-10;120;2
9123;2006-07-10;103;7
9124;2006-07-10;4;8
9125;2006-07-10;107;4
9126;2006-07-10;6;7
9127;2006-07-10;101;7
9128;2006-07-10;116;9
9129;2006-07-11;106;3
9130;2006-07-11;107;7
9131;2006-07-11;109;6
9132;2006-07-11;112;3
9133;2006-07-11;116;8
9134;2006-07-12;103;8
9135;2006-07-12;2;6
9136;2006-07-12;202;5
9137;2006-07-12;110;3
9138;2006-07-12;101;5
9139;2006-07-13;101;5
9140;2006-07-13;110;9
9141;2006-07-13;102;5
9142;2006-07-13;108;9
9143;2006-07-13;1;4
9144;2006-07-13;3;7
9145;2006-07-13;112;9
9146;2006-07-13;201;7
9147;2006-07-13;111;5
9148;2006-07-14;120;6
9149;2006-07-14;3;9
9150;2006-07-14;114;5
9151;2006-07-14;103;5
9152;2006-07-15;113;5
9153;2006-07-15;113;3
9154;2006-07-15;117;6
9155;2006-07-15;120;6
9156;2006-07-15;106;9
9157;2006-07-15;102;7
9158;2006-07-17;103;1
9159;2006-07-17;113;3
9160;2006-07-17;109;2
9161;2006-07-17;111;1
9162;2006-07-17;1;3
9163;2006-07-17;120;3
9164;2006-07-18;118;4
9165;2006-07-18;117;9
9166;2006-07-18;6;9
9167;2006-07-18;114;9
9168;2006-07-18;6;5
9169;2006-07-18;3;4
9170;2006-07-18;119;1
9171;2006-07-18;2;3
9172;2006-07-19;110;7
9173;2006-07-19;5;3
9174;2006-07-19;5;8
9175;2006-07-19;113;2
9176;2006-07-19;104;3
9177;2006-07-19;106;1
9178;2006-07-19;120;2
9179;2006-07-20;117;5
9180;2006-07-20;5;1
9181;2006-07-20;101;8
9182;2006-07-21;119;3
9183;2006-07-21;115;1
9184;2006-07-21;118;3
9185;2006-07-21;118;7
9186;2006-07-21;120;9
9187;2006-07-21;106;9
9188;2006-07-21;109;6
9189;2006-07-22;5;4
9190;2006-07-22;113;9
9191;2006-07-22;112;2
9192;2006-07-22;6;4
9193;2006-07-22;116;8
9194;2006-07-22;202;5
9195;2006-07-22;2;5
9196;2006-07-22;202;9
9197;2006-07-22;113;1
9198;2006-07-22;115;4
9199;2006-07-24;116;2
9200;2006-07-24;105;2
9201;2006-07-24;5;8
9202;2006-07-24;205;9
9203;2006-07-24;101;7
9204;2006-07-24;101;8
9205;2006-07-25;108;3
9206;2006-07-25;104;1
9207;2006-07-25;5;7
9208;2006-07-25;203;8
9209;2006-07-26;205;2
9210;2006-07-26;101;3
9211;2006-07-26;107;2
9212;2006-07-26;205;3
9213;2006-07-26;111;2
9214;2006-07-26;114;6
9215;2006-07-26;107;8
9216;2006-07-27;114;2
9217;2006-07-27;118;4
9218;2006-07-27;5;3
9219;2006-07-27;105;8
9220;2006-07-27;202;6
9221;2006-07-27;112;9
9222;2006-07-28;117;6
9223;2006-07-28;108;5
9224;2006-07-28;103;4
9225;2006-07-28;119;1
9226;2006-07-28;114;9
9227;2006-07-28;6;7
9228;2006-07-29;113;3
9229;2006-07-29;109;5
9230;2006-07-29;120;4
9231;2006-07-29;205;9
9232;2006-07-29;115;3
9233;2006-07-29;105;9
9234;2006-07-29;104;1
9235;2006-07-31;101;1
9236;2006-07-31;204;5
9237;2006-07-31;203;8
9238;2006-07-31;109;3
9239;2006-07-31;117;1
9240;2006-07-31;114;9
9241;2006-08-01;104;4
9242;2006-08-01;110;1
9243;2006-08-01;204;9
9244;2006-08-01;117;1
9245;2006-08-01;119;4
9246;2006-08-01;202;1
9247;2006-08-01;102;4
9248;2006-08-01;111;3
9249;2006-08-02;103;9
9250;2006-08-02;107;2
9251;2006-08-02;1;6
9252;2006-08-02;3;4
9253;2006-08-03;119;3
9254;2006-08-03;119;4
9255;2006-08-03;105;4
9256;2006-08-03;116;9
9257;2006-08-03;101;4
9258;2006-08-04;1;4
9259;2006-08-04;108;8
9260;2006-08-04;102;4
9261;2006-08-04;103;5
9262;2006-08-04;204;9
9263;2006-08-04;112;1
9264;2006-08-04;205;1
9265;2006-08-05;103;1
9266;2006-08-05;108;3
9267;2006-08-05;202;7
9268;2006-08-05;1;2
9269;2006-08-05;203;2
9270;2006-08-05;2;5
9271;2006-08-07;112;3
9272;2006-08-07;118;6
9273;2006-08-07;117;6
9274;2006-08-07;101;1
9275;2006-08-07;203;1
9276;2006-08-07;101;4
9277;2006-08-08;203;7
9278;2006-08-08;113;6
9279;2006-08-08;109;7
9280;2006-08-08;5;6
9281;2006-08-08;102;8
9282;2006-08-08;117;5
9283;2006-08-08;112;5
9284;2006-08-08;203;4
9285;2006-08-09;106;7
9286;2006-08-09;111;9
9287;2006-08-09;120;9
9288;2006-08-09;202;8
9289;2006-08-09;112;5
9290;2006-08-09;112;9
9291;2006-08-09;201;6
9292;2006-08-10;120;5
9293;2006-08-10;119;1
9294;2006-08-10;2;3
9295;2006-08-10;204;5
9296;2006-08-10;109;4
9297;2006-08-10;111;5
9298;2006-08-10;104;9
9299;2006-08-10;120;3
9300;2006-08-11;117;9
9301;2006-08-11;202;6
9302;2006-08-11;201;1
9303;2006-08-11;205;5
9304;2006-08-11;116;5
9305;2006-08-12;112;6
9306;2006-08-12;116;7
9307;2006-08-12;111;6
9308;2006-08-12;109;7
9309;2006-08-12;119;4
9310;2006-08-14;203;6
9311;2006-08-14;117;5
9312;2006-08-14;201;9
9313;2006-08-14;102;1
9314;2006-08-14;1;6
9315;2006-08-14;5;8
9316;2006-08-14;106;6
9317;2006-08-15;4;1
9318;2006-08-15;102;1
9319;2006-08-15;205;5
9320;2006-08-15;114;5
9321;2006-08-15;118;6
9322;2006-08-15;5;2
9323;2006-08-15;117;7
9324;2006-08-15;201;8
9325;2006-08-15;106;6
9326;2006-08-16;108;8
9327;2006-08-16;105;5
9328;2006-08-16;1;8
9329;2006-08-16;106;1
9330;2006-08-16;118;3
9331;2006-08-16;103;2
9332;2006-08-16;112;7
9333;2006-08-16;4;6
9334;2006-08-16;111;6
9335;2006-08-17;2;1
9336;2006-08-17;120;8
9337;2006-08-17;6;6
9338;2006-08-17;108;5
9339;2006-08-17;1;2
9340;2006-08-17;201;3
9341;2006-08-17;203;3
9342;2006-08-18;118;2
9343;2006-08-18;107;3
9344;2006-08-18;109;6
9345;2006-08-18;106;8
9346;2006-08-18;109;3
9347;2006-08-18;103;4
9348;2006-08-18;110;7
9349;2006-08-19;1;9
9350;2006-08-19;114;5
9351;2006-08-19;106;5
9352;2006-08-19;102;3
9353;2006-08-19;205;5
9354;2006-08-19;120;2
9355;2006-08-19;103;8
9356;2006-08-19;3;6
9357;2006-08-19;117;8
9358;2006-08-21;2;9
9359;2006-08-21;5;4
9360;2006-08-21;106;7
9361;2006-08-21;115;8
9362;2006-08-22;111;3
9363;2006-08-22;205;6
9364;2006-08-22;202;2
9365;2006-08-22;118;3
9366;2006-08-23;111;6
9367;2006-08-23;103;7
9368;2006-08-23;112;8
9369;2006-08-23;202;8
9370;2006-08-24;115;5
9371;2006-08-24;109;7
9372;2006-08-24;201;5
9373;2006-08-24;113;6
9374;2006-08-24;113;7
9375;2006-08-25;5;8
9376;2006-08-25;106;8
9377;2006-08-25;109;5
9378;2006-08-25;101;8
9379;2006-08-25;202;5
9380;2006-08-26;117;9
9381;2006-08-26;2;2
9382;2006-08-26;203;7
9383;2006-08-26;104;6
9384;2006-08-26;1;4
9385;2006-08-26;115;1
9386;2006-08-26;111;5
9387;2006-08-28;104;8
9388;2006-08-28;104;9
9389;2006-08-28;205;8
9390;2006-08-29;201;3
9391;2006-08-29;107;9
9392;2006-08-30;106;5
9393;2006-08-30;5;3
9394;2006-08-30;107;3
9395;2006-08-30;110;8
9396;2006-08-30;111;7
9397;2006-08-30;119;5
9398;2006-08-30;2;4
9399;2006-08-30;106;8
9400;2006-08-31;6;3
9401;2006-08-31;205;2
9402;2006-08-31;201;7
9403;2006-08-31;118;7
9404;2006-09-01;6;6
9405;2006-09-02;114;1
9406;2006-09-02;115;2
9407;2006-09-02;108;4
9408;2006-09-02;114;6
9409;2006-09-02;117;5
9410;2006-09-02;6;5
9411;2006-09-02;116;2
9412;2006-09-04;117;8
9413;2006-09-04;202;6
9414;2006-09-04;106;6
9415;2006-09-04;205;5
9416;2006-09-04;111;8
9417;2006-09-04;101;4
9418;2006-09-04;111;1
9419;2006-09-05;112;3
9420;2006-09-05;4;7
9421;2006-09-05;118;3
9422;2006-09-05;116;5
9423;2006-09-05;117;1
9424;2006-09-05;112;4
9425;2006-09-05;111;8
9426;2006-09-05;5;8
9427;2006-09-05;105;4
9428;2006-09-06;204;1
9429;2006-09-06;201;4
9430;2006-09-06;115;4
9431;2006-09-07;116;7
9432;2006-09-07;104;8
9433;2006-09-07;104;2
9434;2006-09-07;4;5
9435;2006-09-08;110;2
9436;2006-09-08;204;7
9437;2006-09-08;117;6
9438;2006-09-08;115;3
9439;2006-09-08;117;2
9440;2006-09-09;3;6
9441;2006-09-09;112;2
9442;2006-09-09;6;5
9443;2006-09-11;1;8
9444;2006-09-11;109;2
9445;2006-09-11;119;3
9446;2006-09-11;112;8
9447;2006-09-11;102;6
9448;2006-09-12;114;8
9449;2006-09-12;104;8
9450;2006-09-12;106;9
9451;2006-09-12;101;8
9452;2006-09-13;109;7
9453;2006-09-13;104;2
9454;2006-09-13;115;9
9455;2006-09-13;103;7
9456;2006-09-13;108;3
9457;2006-09-13;112;8
9458;2006-09-13;119;9
9459;2006-09-13;117;4
9460;2006-09-13;107;5
9461;2006-09-13;109;1
9462;2006-09-13;2;9
9463;2006-09-13;103;5
9464;2006-09-13;114;1
9465;2006-09-13;201;2
9466;2006-09-14;117;2
9467;2006-09-14;205;1
9468;2006-09-14;111;8
9469;2006-09-14;119;6
9470;2006-09-14;5;4
9471;2006-09-14;112;5
9472;2006-09-14;110;5
9473;2006-09-14;102;9
9474;2006-09-14;117;6
9475;2006-09-15;2;5
9476;2006-09-15;110;2
9477;2006-09-15;110;4
9478;2006-09-15;104;2
9479;2006-09-15;107;8
9480;2006-09-15;5;6
9481;2006-09-15;114;5
9482;2006-09-15;204;1
9483;2006-09-16;201;5
9484;2006-09-16;110;7
9485;2006-09-18;107;4
9486;2006-09-18;112;4
9487;2006-09-18;204;3
9488;2006-09-18;113;1
9489;2006-09-18;116;6
9490;2006-09-18;1;4
9491;2006-09-18;202;8
9492;2006-09-19;205;9
9493;2006-09-19;116;3
9494;2006-09-19;109;8
9495;2006-09-19;109;2
9496;2006-09-19;101;1
9497;2006-09-20;111;6
9498;2006-09-20;105;6
9499;2006-09-20;205;6
9500;2006-09-21;115;6
9501;2006-09-21;203;2
9502;2006-09-21;110;1
9503;2006-09-21;105;7
9504;2006-09-21;116;7
9505;2006-09-21;201;6
9506;2006-09-22;102;1
9507;2006-09-22;116;5
9508;2006-09-22;105;5
9509;2006-09-22;205;3
9510;2006-09-22;104;5
9511;2006-09-22;2;8
9512;2006-09-23;105;5
9513;2006-09-23;110;1
9514;2006-09-23;1;4
9515;2006-09-23;116;6
9516;2006-09-23;201;4
9517;2006-09-25;113;1
9518;2006-09-25;105;7
9519;2006-09-25;1;3
9520;2006-09-26;202;7
9521;2006-09-26;120;6
9522;2006-09-26;205;9
9523;2006-09-26;4;8
9524;2006-09-26;101;3
9525;2006-09-26;105;6
9526;2006-09-26;118;3
9527;2006-09-26;114;5
9528;2006-09-26;112;2
9529;2006-09-26;117;2
9530;2006-09-26;120;4
9531;2006-09-27;118;7
9532;2006-09-27;111;4
9533;2006-09-27;205;2
9534;2006-09-27;204;8
9535;2006-09-28;117;6
9536;2006-09-28;204;2
9537;2006-09-28;6;6
9538;2006-09-28;102;4
9539;2006-09-29;101;7
9540;2006-09-29;4;5
9541;2006-09-29;112;2
9542;2006-09-29;119;7
9543;2006-09-29;6;1
9544;2006-09-29;116;1
9545;2006-09-29;2;9
9546;2006-09-30;118;8
9547;2006-09-30;120;3
9548;2006-09-30;4;5
9549;2006-09-30;109;9
9550;2006-09-30;203;9
9551;2006-09-30;107;4
9552;2006-10-02;112;7
9553;2006-10-02;4;9
9554;2006-10-02;116;3
9555;2006-10-02;4;9
9556;2006-10-02;5;4
9557;2006-10-02;2;4
9558;2006-10-03;112;2
9559;2006-10-03;106;2
